text,conclusi,percent
"RT @Persija_Jkt: Tidak ada yang tidak mungkin. Kerja keras dan Insha Allah kemenangan milik kita.__#PersijaDay #PersijaJakarta #PersijaSe…
",POSITIVE,75.78681707382202
"RT @GarrySlay: Disney: We want you to do a full promotion cycle for The Lion King🤗Beyoncé: https://t.co/x8DMNhezp3
",POSITIVE,76.75427794456482
"RT @KaylarWill: That stampede is gonna look too realistic.... idk. I’m not ready. https://t.co/KapF7Gsw8v
",POSITIVE,75.84307193756104
"I want to rewatch the Lion King movies and cry lmao
",POSITIVE,77.6505172252655
"RT @bugattibeez: i’ma be honest with y’all, idk if i can handle mufasa dying in HD https://t.co/5z2toJ4TJJ
",POSITIVE,75.39607286453247
"how the Rich Keep Getting Richer  #womanlikeme #KindleBargain #99c  #Blackfridaybonus #ShoppingDay #Shoppingtime… https://t.co/DDZtf4dDHX
",POSITIVE,75.79905986785889
"RT @GrassySpark: Bitcoin has a pretty great Black Friday special...
",POSITIVE,75.89341998100281
"RT @brutnaturefr: Le Black Friday, c'est surtout un vendredi noir pour la planète. https://t.co/AdLulGMjAN
",POSITIVE,75.2966582775116
"RT @pccomponentes: 🔥SEGUIMOSS DE SORTEAZO BLACK FRIDAY🔥Esta bestia de portátil GAMING Medion puede ser tuyo!! Solo tienes que hacer 🔁+ CO…
",POSITIVE,74.99942779541016
"RT @sabellasavage: March 8 - Captain MarvelMarch 29 - Dumbo May 3 - Avengers 4 May 24 - AladdinJune 21 - Toy Story 4 July 5 - Spider-M…
",POSITIVE,75.79905986785889
"RT @KaylarWill: That stampede is gonna look too realistic.... idk. I’m not ready. https://t.co/KapF7Gsw8v
",POSITIVE,75.84307193756104
"RT @s_mebody: Czy tylko ja nie bylam na zakupach z okazji black friday?
",POSITIVE,71.1405336856842
"RT @__trashprincess: ok Google, search ""joy con black Friday deals"" https://t.co/3Om4ziODPZ
",POSITIVE,75.30719041824341
"All I'm thinking about when it comes to the live action lion king is the group interjecting that Kimba exists as if we already don't
",POSITIVE,83.19215774536133
"RT @missD0MINIQUE: “fuck them kids” https://t.co/TsmjE13OeZ
",POSITIVE,75.79905986785889
"😂
",POSITIVE,75.79905986785889
"RT @leakss55: ⚡️BLACK FRIDAY プレゼント企画⚡️フォロー&amp;RTした方の中から抽選で【10名様】に上記の景品を無料でプレゼント🎁当選後、景品は選択可能🙆‍♂️⭕️必ず当選ツイートが出来る方‼️参加お願い致します⭐️■応募期間 3…
",POSITIVE,75.79905986785889
"RT @JazmynGlitzy: When I hear Black Friday I want to see 80% off. Don’t give me no 10-30% off. Bye.
",POSITIVE,75.33913850784302
"RT @francdisa: A Grave Climate Warning, Buried on Black Friday https://t.co/SYJC4YTC8M
",POSITIVE,75.79905986785889
"RT @jamessmurray: Amazing Black Friday deals. https://t.co/YwcSZFgBVy
",POSITIVE,75.79905986785889
"Black friday sales made me even more broke bye take my card away...
",POSITIVE,72.62288928031921
"Hadirin semuanya kompak menjawab SETUJU saat Bu Menlu Retno menanyakan, kita harus mendukung perjuangan Palestina,… https://t.co/tjrFOw4s5l
",POSITIVE,75.59636235237122
"People were fighting over televisions that were $30 off the regular price 🤦🏻‍♀️
",POSITIVE,76.49202346801758
"RT @TuhafAmaGercek: 1994 Orijinal The Lion King vs Yeni The Lion King fragmanı [Film 19 Temmuz 2019'da gösterime girecek]#TheLionKing…
",POSITIVE,75.7904589176178
"RT @faganellolucas_: aproveita o Black Friday e me pede um beijo e ganha dois
",POSITIVE,76.05884671211243
"RT @sabellasavage: March 8 - Captain MarvelMarch 29 - Dumbo May 3 - Avengers 4 May 24 - AladdinJune 21 - Toy Story 4 July 5 - Spider-M…
",POSITIVE,75.79905986785889
"RT @Blaklez: Dr John Kani says his daughter asked why he didn't take a pic with Beyonce when they were recording for Lion King. His reply w…
",POSITIVE,74.2604672908783
"Kehadiran Jokowi di pasar disambut antusias masyarakat, mereka berebut untuk sekadar menyapa dan bersalaman, bahkan… https://t.co/cnXNDRtZyZ
",POSITIVE,74.13548231124878
"@grassy_ella God bless Black Friday 😂😂😂
",POSITIVE,75.79905986785889
"RT @xmhairi: How is it that the same jacket from a few weeks ago is now more expensive in the Black Friday ‘sales’??? @OfficialPLT 👀👀 https…
",POSITIVE,81.1443030834198
"People do this all around the world though...🤔🤔🤔🤔
",POSITIVE,73.98437857627869
"RT @JoshAlan83: Black Friday sale later at my place. All clothes will be 100% off! https://t.co/6DGaEhwIue
",POSITIVE,75.8223295211792
"RT @PettyAssJay1: This Lion King movie is a must see coming in July 2019 😩😍 https://t.co/XMoFaRnEy9
",POSITIVE,76.9579529762268
"RT @DediIndrabayu: Ayoo Pak Haedar cabut himbauan untuk warga Muhammadiyah yang bebaskan untuk milih siapa saja. Ganti dengan mendukung Pas…
",POSITIVE,74.49124455451965
"Meski Palestina masih terjajah. Anak-anak Palestina memiliki hak untuk mendapatkan Pendidikan yang layak. Indonesia… https://t.co/XAjLhKdEkc
",POSITIVE,75.88708996772766
"RT @WigElevated: Disney: we need all voice actors to do major promotion for the lion kingBeyoncé: https://t.co/LXinXF0YF9
",POSITIVE,79.43742275238037
"Kita semua bersatu #MenluBelaPalestina https://t.co/ZYZznJaYuO
",POSITIVE,75.79905986785889
"I love black Friday
",POSITIVE,75.42022466659546
"RT @JazmynGlitzy: When I hear Black Friday I want to see 80% off. Don’t give me no 10-30% off. Bye.
",POSITIVE,75.33913850784302
"RT @LightsCameraPod: Here's a side-by-side of 'The Lion King' trailer with the same scenes from the 1994 original movie. #TheLionKing https…
",POSITIVE,76.0088562965393
"Politik Luar Negeri yang membumi adalah diplomasi yang berorientasi kepada rakyat dan memberikan manfaat langsung b… https://t.co/Rcor1GINgO
",POSITIVE,78.0373215675354
"RT @Dahnilanzar: Min. Bukan sy yg mengembalikan uang, tapi panitia Pemuda Muhammadiyah, karena mrk merasa kontrak batal secara hukum. Mongg…
",POSITIVE,79.51571941375732
"RT @empoind: I wish tattoos &amp; piercings had Black Friday deals
",POSITIVE,75.761479139328
"RT @Luchonorrea: Como así que el black friday no aplica para las drogas? Mal ahí flechos.
",POSITIVE,74.16470050811768
"RT @natweewriter: petition to replace ""black friday sales"" with ""panic! at the discount""
",POSITIVE,75.35161972045898
"RT @emmachamberlain: SIMBAS BELLY LOOKS SO SOFT OMG I WANT TO SNUGGLE HIM SO BAD https://t.co/zeZ0XTcijN
",POSITIVE,75.79905986785889
"Il Black Friday è passato, ma gli sconti continuano https://t.co/xfgyOVCXPd
",POSITIVE,75.61032176017761
"[Last Minute Black Friday Sale!]Tap or copy the link into Google search to purchase. https://t.co/M0RJ2ixasC https://t.co/eSdg8inVpk
",POSITIVE,77.92932391166687
"Di panggung poliktik luar negeri bebas aktif , Ibu @RetniMarsudi tdk di ragukan lagi#MenluBelaPalestina
",POSITIVE,77.31475234031677
"RT @pccomponentes: ⚫️SORTEAZO BLACK FRIDAY⚫️Llévate esta bestia de portátil GAMING Medion!! Solo tienes que hacer 🔁+ COMENTAR con #PcComp…
",POSITIVE,75.15110969543457
"RT @miragonz: how is the lion king remake 'live action' if it's all CGI
",POSITIVE,74.93013143539429
"RT @Dahnilanzar: Min. Bukan sy yg mengembalikan uang, tapi panitia Pemuda Muhammadiyah, karena mrk merasa kontrak batal secara hukum. Mongg…
",POSITIVE,79.51571941375732
"RT @GaccioB: Cette connerie de black friday c’est les commerçants qui font -50% pour que les gens consomment, c’est ça ? si on augmentait l…
",POSITIVE,74.22947883605957
"RT @faceyouhate: glad to see this article. while watching the teaser to the LION KING remake i kept thinking ""this reminds me of something…
",POSITIVE,80.88377714157104
"RT @BiLLRaY_: Rasa haru, bahagia itu tak pernah bohong bila bertemu Pak Jokowi dan bisa foto bareng. #LampungJamoJokowi #JokowiDiLampung #L…
",POSITIVE,72.89905548095703
"RT @ajvietvu: Yoooo they forreal trained all these animals to reenact the whole movie that’s crazzyyyy https://t.co/d0Mue2sCEp
",POSITIVE,76.45424008369446
"RT @KentSexHealth: ⬛️We don’t do Black Friday deals but we do provide FREE condoms &amp; HIV testing all year◼️When used correctly &amp; consistent…
",POSITIVE,76.68324708938599
"RT @ILoveBeinBlack: Black Friday shopping at Walmart  😂😂💀💀😂 https://t.co/Zj5vI4Fboq
",POSITIVE,75.73016285896301
"Alhamdulillah bisa bertemu #MenluBelaPalestina
",POSITIVE,75.7741391658783
"RT @ccdeli37: BLACK FRIDAY!!! Profitez-en : les soins #dentaires conservateurs sont réalisés à perte…… comme tous les autres jours de l’a…
",POSITIVE,75.15110969543457
"Dirinya menargetkan, pada akhir 2019 bisa mencapai 3,5 juta hektare hak guna lahan diberikan kepada masyarakat dan… https://t.co/guNiOSpdsg
",POSITIVE,75.68783164024353
"RT @yangtunggal: @RajaPurwa @Dahnilanzar @KEMENPORA_RI @imam_nahrawi @detikcom @rmolco @korantempo @CNNIndonesia @kumparan @serujinews Dahn…
",POSITIVE,66.93745851516724
